Country Name,Indicator Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Heavily indebted poor countries (HIPC),"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.774240017,0.774940014,0.79124999,0.79895997,0.803359985,0.805710018,0.816049993,0.81171,0.832790017,0.843119979,0.848999977,0.858210027,0.868770003,0.877579987,0.88657999,0.89289999,0.899810016,0.90249002,0.912109971,0.914550006,0.916339993,0.916400015,0.919149995,0.923500001,
Croatia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.015619993,1.011219978,1.010329962,1.010849953,1.009230018,1.009389997,1.008759975,,1.022320032,1.022469997,1.024230003,1.025889993,1.02670002,1.049399972,1.026790023,1.026749969,1.024039984,1.023249984,1.031939983,1.032019973,1.032989979,1.032649994,1.038720012,1.039139986,
Haiti,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.015179992,1.009140015,1.003329992,0.998870015,0.99879998,0.998769999,0.995679975,0.98834002,0.986620009,0.987890005,0.990750015,0.986060023,0.990019977,0.988900006,0.985989988,0.986209989,1.00150001,1.001860023,1.00296998,0.993550003,0.999050021,0.994589984,0.99338001,0.989939988,
IBRD only,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.912670016,0.920780003,0.928330004,0.931219995,0.935039997,0.940339983,0.963750005,0.96766001,0.970040023,0.974009991,0.978929996,0.987240016,0.996259987,0.992839992,0.99484998,0.99763,1.020509958,1.022580028,1.02165997,1.031780005,1.027439952,1.008000016,1.00849998,1.004080057,
IDA & IBRD total,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.889859974,0.89696002,0.904799998,0.908190012,0.911979973,0.915419996,0.93542999,0.936850011,0.94234997,0.94698,0.95194,0.959980011,0.967920005,0.967270017,0.970120013,0.974259973,0.990509987,0.992699981,0.993640006,0.999930024,0.998300016,0.985130012,0.986320019,0.983709991,
IDA total,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.80418998,0.809610009,0.820959985,0.829180002,0.835979998,0.836839974,0.849319994,0.844739974,0.863210022,0.873000026,0.880659997,0.890690029,0.898630023,0.907270014,0.91426003,0.923340023,0.924679995,0.928550005,0.935079992,0.933480024,0.939119995,0.941120028,0.944500029,0.946439981,
IDA blend,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.80351001,0.803600013,0.805760026,0.810270011,0.817569971,0.808459997,0.830229998,0.830969989,0.845830023,0.85631001,0.865440011,0.875270009,0.888220012,0.88944,0.894119978,0.913789988,0.913619995,0.916899979,0.915780008,0.907649994,0.917469978,0.924539983,0.930109978,0.926079988,
Indonesia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.964850008,0.970269978,0.978320003,0.980740011,0.982840002,0.986850023,0.975489974,0.982860029,0.978890002,0.98417002,0.982670009,1.020810008,1.022259951,1.008219957,0.984489977,0.982280016,0.985639989,0.995899975,0.993650019,0.993399978,,,
IDA only,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.804780006,0.813059986,0.829469979,0.83969003,0.845920026,0.851220012,0.858810008,0.851639986,0.871810019,0.880919993,0.887589991,0.897170007,0.902800024,0.914929986,0.922950029,0.927110016,0.929480016,0.933279991,0.943359971,0.944790006,0.948430002,0.948199987,0.950510025,0.955039978,
Isle of Man,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
India,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.775860012,,0.79697001,0.802240014,0.809880018,0.830370009,0.915700018,,,,0.942560017,0.967050016,0.989970028,0.989049971,0.998529971,1.003399968,1.035693049,1.032517552,1.03027153,1.030451775,1.084020019,1.015334487,1.019774318,1.007327437,0.99164027
Not classified,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.042379975,1.023130059,1.022169948,1.027959943,1.03173995,1.035809994,1.030820012,1.027340055,1.033529997,1.027320027,1.020990014,1.022869945,1.025949955,1.023630023,1.013970017,1.010529995,,1.007410049,1.008460045,1.006909966,0.991919994,1.06024003,1.040079951,1.041730046,
"Iran, Islamic Rep.","School enrollment, primary and secondary (gross), gender parity index (GPI)",0.912609994,,0.925949991,0.933470011,0.936890006,0.943650007,0.945330024,0.960309982,0.96529001,0.968400002,0.988070011,0.96559,0.956409991,0.954450011,0.954029977,0.951820016,0.976800025,0.995530009,1.005290031,1.018829942,1.01710999,,,1.030329943,
Iraq,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.778410017,0.771420002,,,0.812219977,0.790799975,,,0.813799977,,,,,,,,,,,,,,
Iceland,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.006850004,1.017860055,1.02583003,1.024009943,1.022959948,1.02354002,1.001710057,0.99594003,1.00691998,1.029129982,1.018939972,1.017470002,1.011590004,1.004649997,0.997690022,1.018319964,1.014430046,1.003890038,1.001019955,0.995549977,0.994610012,0.987950027,0.985019982,
Israel,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.990620017,0.995169997,0.995660007,0.991530001,0.987760007,0.999059975,0.999939978,1.002599955,1.006500006,1.011520028,1.012910008,1.013579965,1.012019992,1.012030005,1.01078999,1.009279966,1.008249998,1.012959957,1.012770057,1.012850046,1.014299989,1.013280034,
Italy,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.998179972,0.992659986,0.993610024,0.976189971,0.983319998,0.970879972,0.980289996,0.993260026,0.990549982,0.988900006,0.988969982,0.98943001,0.990819991,0.989950001,0.987070024,0.989939988,0.993749976,0.994589984,0.996529996,1.002699971,0.984040022,0.978990018,0.983399987,0.990440011,
Jamaica,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.007419944,1.009039998,1.005010009,1.012639999,1.016720057,1.020670056,1.023270011,,1.032130003,,,,,,,,,,,,,,
Jordan,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.026829958,1.026550055,,1.021589994,1.022199988,1.018280029,1.019050002,1.028800011,1.026180029,1.016929984,,1.007380009,1.00462997,0.996089995,0.998369992,1.008790016,,,1.001449943,1.002239943,1.000130057,1.005429983,1.002189994
Japan,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.011080027,1.010849953,,,,,,,,,,,,,,1.005599976,1.005380034,1.004559994,1.005270004,1.004529953,1.003450036,1.003409982,,
Kazakhstan,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.079360008,1.044280052,1.005920053,1.034459949,,,,,,0.996510029,,,,1.005020022,1.006049991,1.007560015,1.012699962,1.015259981,1.020920038,1.01620996,1.012480021,1.012189984,1.01346004,0.999840021,
Kenya,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.962199986,0.970409989,0.962180018,0.944649994,0.964600027,0.933830023,0.951699972,0.954370022,0.946319997,0.954289973,0.950529993,,,,,,,,,,,,
Kyrgyz Republic,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.012199998,1.014320016,0.995440006,0.997129977,1.002920032,1.002650023,0.995829999,0.995980024,0.996860027,,1.030500054,0.994780004,0.999050021,0.994459987,1.000519991,1.000499964,1.004979968,0.994889975,0.995329976,0.996949971,0.993589997,0.998260021,1.000779986
Cambodia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,0.789420009,0.810949981,0.818300009,0.835860014,0.848770022,0.860019982,0.87628001,,0.899569988,0.903710008,0.914839983,,,,,,,,,,,,1.000290036,1.037672639
Kiribati,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.028669953,1.072209954,1.064499974,1.090119958,1.07585001,1.072720051,1.098839998,1.069090009,1.070269942,1.089390039,1.071849942,,,,,,,,,,,,,
St. Kitts and Nevis,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,1.091969967,1.136630058,1.111559987,1.108809948,1.096150041,1.037109971,,0.979369998,1.000210047,1.005810022,0.961899996,0.988889992,0.986859977,1.052829981,0.979680002,0.992730021,0.997089982,,,,,0.965529978
"Korea, Rep.","School enrollment, primary and secondary (gross), gender parity index (GPI)",1.010290027,1.011489987,1.009899974,1.009610057,1.010210037,1.009860039,1.009649992,1.009230018,1.007259965,1.002050042,0.999469995,0.999069989,0.998329997,0.997699976,0.996860027,0.997269988,0.997399986,0.996720016,0.995540023,0.994819999,0.995310009,0.995530009,0.996420026,0.996420026,
Kuwait,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.01552999,1.012429953,1.002719998,1.018159986,1.037220001,,1.062880039,1.072160006,1.068899989,1.039780021,1.012400031,1.021329999,1.009050012,1.001170039,0.987240016,1.037220001,1.033120036,1.037310004,1.048840046,,,,,,
Latin America & Caribbean (excluding high income),"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.005290031,1.00462997,1.007329941,1.009420037,1.007449985,1.007150054,1.017050028,1.016440034,1.015689969,1.017560005,1.026909947,1.027420044,1.02895999,1.021710038,1.020409942,1.018419981,1.015480042,1.015969992,1.016479969,1.01425004,1.012549996,1.014670014,1.017160058,1.017179966,
Lao PDR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.786279976,0.796310008,0.808489978,0.809180021,0.813799977,0.816420019,0.821150005,0.828230023,0.830500007,0.839119971,0.846859992,0.85799998,0.86996001,0.881879985,0.894001067,0.904760003,0.914771438,0.927744091,0.937261164,0.938601553,0.944714487,0.948159754,0.951043487,0.956714571,0.963009
Lebanon,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.72852999,0.73627001,,,,,,,,,,,0.883589983,,,0.876460016,0.863579988,,,,,0.988730013,
Libya,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,1.034129977,1.018079996,,1.083969951,1.059149981,,,,,,,,,,,,,,,
St. Lucia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.009119987,,1.034459949,1.064210057,1.042430043,1.061050057,1.033810019,0.952979982,1.029199958,1.005509973,1.012490034,,,,,,,,0.977559984,0.98506999,0.996299982,1.006410003,0.998480022,1.005929947,
Latin America & Caribbean,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.007459998,1.006950021,1.009240031,1.010840058,1.008939981,1.008550048,1.017400026,1.016450047,1.015750051,1.017480016,1.025349975,1.025959969,1.027359962,1.02125001,1.020110011,1.018630028,1.015820026,1.015900016,1.016119957,1.014080048,1.012570024,1.014490008,1.016659975,1.016610026,
Least developed countries: UN classification,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.792779982,0.801320016,0.819850028,0.831219971,0.837960005,0.844619989,0.851419985,0.843630016,0.865310013,0.874639988,0.881120026,0.891070008,0.896539986,0.908349991,0.910430014,0.91632998,0.920650005,0.926180005,0.938210011,0.938839972,0.942330003,0.941479981,0.943490028,0.947740018,
Low income,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.73281002,0.73299998,0.749409974,0.758819997,0.764050007,0.772040009,0.783270001,0.77888,0.805610001,0.818009973,0.824840009,0.837180018,0.848739982,0.857580006,0.865029991,0.872179985,0.878019989,0.880699992,0.891229987,0.893019974,0.894320011,0.892610013,0.894339979,0.897710025,
Liechtenstein,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,0.924030006,0.926190019,0.889199972,0.935419977,0.924090028,0.906329989,0.921230018,0.88459003,0.892910004,0.912580013,,0.871039987,0.850310028,0.84750998,0.871800005,0.898109972,0.91298002,0.89665997,
Sri Lanka,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,0.997380018,0.995890021,1.018329978,1.017470002,,,1.011459947,1.024719954,1.024160028,,,
Lower middle income,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.845499992,0.854569972,0.865450025,0.870519996,0.877590001,0.88586998,0.924480021,0.924600005,0.929660022,0.936119974,0.94382,0.956570029,0.967840016,0.972379982,0.976279974,0.982079983,1.008599997,1.010579944,1.012590051,1.022760034,1.020959973,0.996980011,0.999329984,0.994870007,
Low & middle income,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.887969971,0.89507997,0.90309,0.906599998,0.910510004,0.913980007,0.934360027,0.935750008,0.941410005,0.946179986,0.951300025,0.95946002,0.967490017,0.966799974,0.969709992,0.973879993,0.990360022,0.99259001,0.993560016,0.999930024,0.998260021,0.984979987,0.986190021,0.983560026,
Lesotho,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.129819989,1.129119992,1.105929971,1.060700059,1.040789962,1.039499998,1.039540052,1.031649947,1.03302002,1.032379985,1.038220048,1.043580055,1.059479952,1.049170017,1.044819951,1.050250053,1.049970031,1.050639987,1.045600057,1.043439984,1.045050025,1.041790009,1.044137716,,
Late-demographic dividend,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.964900017,0.970749974,0.974529982,0.978259981,0.980319977,0.980870008,0.983650029,0.98943001,0.992560029,0.995720029,0.999180019,1.001950026,1.006860018,0.995270014,0.997020006,1.000990033,1.00612998,1.010020018,1.007799983,1.008219957,1.008329988,1.00996995,1.010599971,1.008859992,
Lithuania,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.005869985,0.998109996,0.997439981,0.992659986,0.990939975,0.982990026,0.978839993,0.991180003,0.993330002,0.993830025,0.995809972,0.997569978,0.996159971,0.984200001,0.977479994,0.971800029,0.966830015,0.969309986,0.970130026,0.968819976,0.971390009,0.975830019,0.976960003,0.983650029,
Luxembourg,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.028699994,1.034809947,1.030930042,1.028130054,1.025679946,1.023720026,1.027590036,1.021460056,1.016530037,1.018039942,,1.021149993,1.026489973,1.020529985,1.016790032,1.013790011,1.020449996,1.016100049,1.009459972,1.000280023,0.99267,0.992569983,
Latvia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.033800006,1.017230034,1.016039968,1.012210011,1.002609968,0.99259001,0.984839976,0.98615998,0.990249991,0.994560003,0.999939978,0.996469975,0.991609991,0.984120011,0.977479994,0.981029987,0.980449975,0.985889971,0.990239978,0.993120015,0.996100008,0.997439981,0.999930024,1.002959967,
"Macao SAR, China","School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.998600006,0.997189999,1.002650023,0.977069974,0.959890008,0.937240005,0.931729972,0.941959977,0.945969999,0.95905,0.973689973,0.972760022,0.97070998,0.977519989,0.980000019,0.981440008,0.984610021,0.991119981,0.995079994,0.995320022,0.988330007,0.986519992,0.986339986
St. Martin (French part),"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.761979997,0.780399978,0.808200002,0.83178997,0.854349971,0.868110001,0.879809976,0.883870006,0.886529982,0.88981998,0.89507997,0.898289979,0.90504998,0.912400007,0.913739979,0.912949979,,,,,0.930190027,0.941470027,0.951110005,0.96221,0.971239984
Monaco,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,1.007449985,1.004780054,0.998650014,0.991569996,0.989199996,0.972779989,0.98961997,0.989910007
Madagascar,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,0.956520021,0.958639979,0.963569999,0.963970006,0.968010008,,0.97112,0.976050019,,0.989859998,0.993740022,0.996739984,,1.009379983,1.018980026,,
Maldives,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.995289981,1.001289964,1.004609942,1.011289954,1.011240005,1.027330041,1.019129992,1.026309967,,,,,,,,,,,,,,1.028460026,0.99188,,
Middle East & North Africa,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.869130015,0.878700018,0.889410019,0.898249984,0.906189978,0.912530005,0.919269979,0.92513001,0.93028003,0.934369981,0.942300022,0.939989984,0.938970029,0.940630019,0.939769983,0.946200013,0.951210022,0.957459986,0.961989999,0.961000025,0.961009979,0.965489984,0.967220008,0.971140027,
Mexico,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.964709997,0.972459972,0.981540024,0.989459991,0.996200025,1.001379967,1.009690046,1.005069971,1.00454998,1.008620024,1.013739944,1.019760013,1.024600029,1.025060058,1.024250031,1.023970008,1.020799994,1.022830009,1.029829979,1.036380053,1.03918004,1.046270013,1.051910043,1.054100037,
Marshall Islands,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.018260002,,,0.979929984,1.047909975,0.993070006,1.154870033,1.003829956,0.992320001,1.031960011,1.009260058,,,,,,1.015650034,1.025670052,,,1.012809992,1.026309967,1.012060046
Middle income,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.89993,0.907920003,0.915509999,0.919040024,0.923529983,0.927479982,0.949509978,0.952019989,0.956229985,0.96092999,0.966499984,0.975030005,0.983229995,0.981700003,0.984430015,0.988600016,1.006850004,1.009539962,1.009349942,1.016639948,1.014829993,1.000130057,1.001520038,0.998199999,
North Macedonia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.980790019,0.973770022,0.974919975,0.973039985,0.975319982,0.980509996,0.977190018,0.974129975,0.972299993,,0.966199994,0.963,0.966880023,0.976469994,,0.982739985,0.979279995,0.977970004,0.990620017,,0.983089983,0.986109972,0.990589976,0.991859972,
Mali,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.63312,0.665750027,0.678139985,0.703769982,,,0.712300003,0.734160006,0.745739996,0.758830011,0.778299987,0.782509983,0.790750027,0.807290018,0.818239987,,1.002293229,0.839339972,0.864260018,0.838020027,0.868219972,0.876399994,,0.898059785,
Malta,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.986140013,0.991940022,0.96706003,0.990819991,0.973439991,0.986450016,0.990649998,0.962710023,0.96776998,0.988740027,0.97319001,0.979160011,,0.935220003,1.004889965,1.01256001,1.01801002,1.026569963,1.040079951,1.031039953,1.000010014,1.00406003,1.005049944,1.004770041,
Myanmar,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.967419982,0.99308002,0.961210012,0.964699984,0.967809975,0.966489971,0.986660004,0.982299984,,,0.991249979,1.007699966,,,,0.988409996,,1.016939998,1.004699945,1.01078999,,,
Middle East & North Africa (excluding high income),"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.864979982,0.875,0.886319995,0.894999981,0.902059972,0.908460021,0.915009975,0.920029998,0.924099982,0.928870022,0.937849998,0.935660005,0.935720026,0.936739981,0.935639977,0.940129995,0.945640028,0.95253998,0.954840004,0.958580017,0.958440006,0.961239994,0.964139998,0.967329979,
Montenegro,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,1.013560057,1.016919971,1.026559949,1.023190022,1.01970005,1.104060054,1.017240047,1.020550013,1.020660043,1.026839972,,,1.011270046,1.004649997,1.00782001,0.989380002,1.011240005,1.011890054,1.013630033
Mongolia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.165799975,1.15455997,1.12480998,1.116739988,1.113549948,1.104879975,1.081030011,1.06400001,1.061370015,1.054939985,,,1.032539964,1.02402997,,,,,,,,,0.992600024,0.999824345,0.998257816
Northern Mariana Islands,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.725040019,0.739080012,0.755379975,0.773599982,,0.812359989,0.822170019,0.837870002,0.844319999,0.854260027,0.87063998,0.876929998,0.888090014,0.893949986,0.898970008,0.904950023,0.906029999,0.91762054,0.917689979,0.931983292,0.936689556,0.938370943,
Mauritania,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.8477,0.90575999,0.924860001,0.92760998,0.924510002,0.94520998,0.966030002,0.981299996,1.003350019,0.990800023,,1.014760017,1.00959003,1.010519981,1.012519956,1.004349947,1.021929979,1.021260023,1.020720005,1.03876996,1.050549984,1.046800017,1.06043005,1.069519997,
Mauritius,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.005169988,0.992630005,0.980929971,0.985459983,0.998619974,0.99496001,0.989539981,0.986919999,1.014170051,1.014760017,1.014899969,1.022969961,1.025820017,1.027670026,1.028360009,1.023030043,1.019279957,1.032019973,1.034229994,1.048079967,1.044059992,1.024670005,,1.038050056
Malawi,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.889360011,0.90854001,0.913389981,0.913619995,,0.965359986,0.965770006,0.977789998,0.976180017,0.972479999,0.97913003,0.991699994,0.995999992,0.991900027,0.990920007,0.992940009,0.996720016,0.997420013,1.011049986,1.001119971,0.98852998,,
Malaysia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.03433001,1.024850011,1.037479997,1.035760045,1.040109992,1.054800034,1.054329991,1.043519974,1.039870024,1.038300037,1.04065001,1.039350033,1.038110018,1.042459965,1.027179956,1.033110023,1.04203999,1.044669986,1.038820028,1.034540057,1.046519995,1.040380001,1.039510012,
North America,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.010370016,1.027819991,1.027179956,1.000409961,1.001060009,1.001070023,1.003379941,1.005859971,1.002079964,1.000180006,0.999580026,0.998640001,1.00782001,1.005310059,1.002529979,1.000339985,0.997900009,1.004570007,1.005310059,0.997280002,0.99466002,0.995459974,0.995490015,0.988279998,
Namibia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.01631999,1.016839981,1.013190031,1.013149977,1.01462996,1.012230039,1.008810043,1.011690021,1.009629965,1.016090035,1.013100028,,,,,,,,,,,,,,
New Caledonia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,
Niger,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.61214,0.625339985,0.639919996,0.646839976,0.654449999,0.656790018,0.668110013,0.672890007,0.688790023,0.696669996,0.711269975,0.744579971,0.759230018,0.789359987,0.794480026,0.81020999,0.814520001,0.826129973,0.824790001,0.83138001,0.838320017,,,,
Nigeria,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.823350012,0.815140009,0.827269971,0.811569989,,0.828040004,0.839640021,0.849070013,0.855579972,0.873030007,0.887960017,0.897220016,0.908169985,0.954400003,0.952579975,0.956820011,,0.930320024,,0.969380021,,,
Nicaragua,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.077990055,1.066959977,1.068009973,1.067000031,1.053130031,,1.04005003,1.038259983,1.037899971,1.041869998,1.042199969,,1.035159945,,,,,,,,,,,
Netherlands,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.968330026,0.970920026,0.96548003,0.967909992,0.973420024,0.975520015,0.981230021,0.979640007,0.978879988,0.980390012,0.981069982,0.983169973,0.986419976,0.991249979,0.993319988,0.990230024,,,1.008260012,1.009220004,1.007580042,1.005509973,1.006479979,1.00830996,
Norway,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.98089999,1.002959967,1.010149956,1.012949944,1.011399984,1.011039972,1.009789944,1.014709949,1.006229997,1.001479983,0.994400024,0.99040997,0.989839971,0.993049979,0.994620025,0.994369984,0.983449996,0.982230008,0.985490024,0.98536998,0.977559984,0.977540016,0.975560009,0.977140009,
Nepal,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.723699987,0.740620017,0.772679985,0.788039982,0.812870026,,0.867730021,0.91069001,0.946439981,0.970969975,0.984860003,1.02895999,1.038490057,1.05223,1.05219996,1.05302,1.054630041,1.056910038,1.05177927,,1.046489954,1.012269974,0.993290067
Nauru,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,1.163179994,0.954999983,0.932590008,0.923640013,0.948459983,0.956830025,0.954469979,0.985790014,1.021110058,,,,0.977209985,,0.937659979,,0.974319994,,,1.006000042,,
New Zealand,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.023200035,1.030099988,1.027660012,1.033220053,,1.059980035,1.055220008,1.029870033,1.029739976,1.023100019,1.013429999,1.026530027,1.017830014,1.028470039,1.035959959,1.038030028,1.04203999,1.038159966,1.035899997,1.037799954,1.037590027,1.03718996,1.032500029,1.029790044,
OECD members,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.988870025,0.993960023,0.995090008,0.990180016,0.990800023,0.990369976,0.992460012,0.995019972,0.995689988,0.995899975,0.99691999,0.99842,1.001520038,1.000239968,0.998709977,0.998880029,1.000910044,1.002779961,1.00327003,1.00225997,0.999430001,1.002730012,1.002779961,1.002490044,
Oman,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.985440016,0.990490019,0.988520026,0.978550017,0.980979979,0.968039989,0.960330009,,0.976189971,0.99357003,0.990729988,0.981450021,0.952839971,,0.985629976,0.997399986,1.041149974,,1.016450047,0.985549986,0.999199986,0.990920007,0.983060002,0.97457999,0.960020006
Other small states,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.963429987,0.960780025,0.958989978,0.958779991,0.959829986,0.95776999,0.961189985,0.959200025,0.961700022,0.969980001,0.974420011,0.981700003,0.984109998,0.983039975,0.980740011,0.992619991,0.997690022,0.998870015,0.998570025,0.999469995,1.004469991,1.007369995,1.008620024,1.008219957,
Pakistan,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,0.783940017,0.804989994,0.811029971,0.830179989,0.821619987,0.817269981,0.817430019,0.814499974,0.829810023,0.832499981,0.839510024,0.845960021,0.848890007,0.87747997,,
Panama,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.006719947,1.003479958,1.006039977,1.003319979,,1.005589962,1.003340006,1.008159995,1.004559994,1.005049944,1.006440043,1.00067997,1.009750009,,1.009189963,1.016409993,1.008329988,1.003780007,1.011700034,,,,1.01088798
Peru,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,0.983299971,0.984809995,0.981939971,0.981959999,0.980359972,0.982940018,0.996879995,0.996460021,1.00620997,1.012519956,1.018700004,1.012809992,1.013389945,1.002920032,0.986519992,0.9921,0.994889975,0.998700023,0.982050002,0.967649996,0.958109975,0.952740014,0.94964999,0.960179985
Philippines,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.024009943,1.028749943,,1.030310035,1.026379943,1.02481997,1.025660038,1.030189991,1.027840018,1.023470044,1.021319985,1.017799973,,,,,1.015310049,1.007279992,1.008820057,1.018489957,1.02580893,1.025194764,1.023869872,1.026121378
Palau,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,0.952499986,0.954039991,,,,0.990999997,,,,,,,,,0.994639993,0.985849977,,,,,,1.039059997,
Papua New Guinea,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,0.836749971,,,,,,,,,,,,,,0.851029992,,,,,,0.894339979,,,
Poland,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.990079999,0.989950001,0.988330007,0.985620022,0.983650029,0.980729997,0.975730002,1.004570007,0.994189978,0.990230024,0.991360009,0.993229985,0.993830025,0.993210018,0.994710028,0.995289981,0.980599999,0.979889989,,,0.98368001,0.98022002,0.979279995,0.980530024,
Pre-demographic dividend,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.794390023,0.792519987,0.800629973,0.803330004,0.807290018,0.804350019,0.817879975,0.810350001,0.827160001,0.834249973,0.838680029,0.847869992,0.856329978,0.863300025,0.865400016,0.881269991,0.889540017,0.893750012,0.903609991,0.90101999,0.906710029,0.910749972,0.911300004,,
Puerto Rico,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,1.031620026,1.045079947,1.038980007,1.064509988,1.045480013,,,,,,,,
