Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Estonia,EST,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.14700031,10.43299961,12.89799976,15.01799965,13.03199959,11.31299973,12.14299965,11.625,9.140999794,6.223999977,5.375999928,5.751999855,16.66300011,19.26399994,13.05900002,10.90699959,9.085000038,7.856999874,6.498000145,7.563000202,6.339000225,5.554999828,4.120999813,7.133999825,6.78000021
Ethiopia,ETH,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.808000088,2.79399991,2.680999994,2.539000034,2.390000105,2.290999889,2.171999931,1.958999991,1.833999991,1.815000057,1.789000034,1.769000053,1.754999995,1.717000008,1.700000048,1.687000036,1.656999946,1.761999965,1.868000031,1.97300005,2.078000069,2.184000015,2.289000034,3.131000042,2.861999989
European Union,EUU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.500006923,9.047200442,8.908964792,8.532800312,8.154131375,8.648874173,8.874376827,9.169734409,8.774166157,7.84223562,6.739836172,6.644858846,9.008340658,9.685573218,9.642805702,10.66781772,11.199605,10.67524659,9.878862652,8.881257525,7.863281579,6.990319661,6.394358813,6.793139948,6.713460021
Fragile and conflict affected situations,FCS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.671288989,5.888653942,6.083712538,6.06735328,5.971813004,5.958664822,5.810382942,5.627665702,5.315886284,5.151513653,5.056962479,5.109033459,5.088966109,5.149460059,5.140431803,5.144453464,5.16207563,5.38716278,5.447660941,5.585905895,5.765744367,5.80426044,5.843606039,6.729807686,6.808525071
Finland,FIN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,14.78100014,12.87800026,11.00300026,10.34899998,9.859999657,10.65499973,10.95699978,10.16300011,8.168000221,7.382999897,6.537000179,6.072000027,8.888999939,9.085000038,8.406000137,8.281000137,8.81499958,9.324999809,9.881999969,9.041000366,8.869999886,7.418000221,7.172999859,8.008000374,8.116999626
Fiji,FJI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.360000134,4.256999969,4.053999901,4.328000069,4.21999979,4.183000088,4.236999989,4.116000175,3.335000038,3.467000008,3.687999964,3.811000109,4.040999889,4.106999874,4.291999817,4.199999809,3.993999958,3.854000092,3.769000053,3.707999945,3.664999962,3.720999956,3.842000008,4.225999832,4.271999836
France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.02299976,10.3579998,10.35700035,8.543000221,6.999000072,7.768000126,7.592999935,8.074000359,7.80700016,7.862999916,7.272999763,6.718999863,8.682999611,8.68900013,8.529000282,9.437999725,10.03999996,10.53499985,10.76399994,10.2329998,9.444000244,8.980999947,8.468000412,8.062999725,7.962999821
Faroe Islands,FRO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,16.95800018,16.51000023,16.24900055,15.60400009,15.0170002,14.5369997,13.96800041,13.46100044,12.89500046,13.34500027,13.57299995,14.09599972,14.41399956,14.67300034,14.7869997,14.93400002,15.04199982,15.18000031,15.29699993,15.45600033,15.60400009,15.70899963,15.75599957,16.80400085,16.66900063
United Kingdom,GBR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.095000267,6.888000011,6.777999878,6.140999794,5.188000202,5.612999916,5.43599987,4.934000015,5.139999866,5.690000057,5.517000198,6.065999985,8.5,8.571000099,8.642000198,8.31000042,7.941999912,6.361999989,5.453999996,4.921999931,4.428999901,4.052000046,3.924000025,4.758999825,5.039000034
Georgia,GEO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.06999969,15.26599979,15.32600021,11.10299969,11.63300037,14.01000023,11.48099995,13.39999962,14.83500004,15.26000023,13.91300011,18.11100006,22.09600067,22.4659996,21.53899956,20.74799919,22.1079998,19.93000031,18.7310009,19.99399948,14.99100018,13.93900013,12.81299973,13.06999969,13.42099953
Ghana,GHA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.964000225,7.592999935,9.447999954,10.18599987,9.243000031,8.293999672,7.34100008,6.397999763,5.456999779,4.513000011,4.657999992,4.688000202,4.875,4.934000015,3.865999937,2.951999903,1.981999993,4.506000042,7.019000053,5.15500021,3.25999999,3.313999891,3.342999935,3.717999935,3.749000072
Gibraltar,GIB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.448999882,5.520999908,5.551000118,5.620999813,5.635000229,5.638999939,5.684999943,5.612999916,5.553999901,5.552999973,5.379000187,5.396999836,5.477000237,5.300000191,5.243000031,5.198999882,5.206999779,5.177000046,5.140999794,4.961999893,4.943999767,4.998000145,4.986999989,5.985000134,5.756000042
"Gambia, The",GMB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.492000103,6.532000065,6.510000229,6.543000221,6.559000015,6.715000153,6.585000038,6.603000164,6.768000126,6.763000011,6.730000019,6.704999924,6.722000122,6.756999969,7.004000187,6.815999985,6.532000065,6.277999878,5.893000126,5.620999813,5.295000076,4.993000031,5.032000065,6.118000031,5.863999844
Guinea-Bissau,GNB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.105999947,3.345999956,3.174000025,3.164000034,3.203000069,3.242000103,3.252000093,3.257999897,3.269000053,3.302999973,3.319000006,3.342000008,3.362999916,3.378000021,3.378000021,3.467999935,3.457999945,3.499000072,3.487999916,3.512000084,3.539999962,3.598999977,3.555999994,4.074999809,4.06799984
Equatorial Guinea,GNQ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.480000019,7.478000164,7.494999886,7.495999813,7.46600008,7.506000042,7.475999832,7.383999825,7.313000202,7.234000206,7.172999859,7.118999958,7.175000191,7.407999992,7.333000183,7.248000145,7.202000141,7.268000126,7.407999992,7.459000111,7.552000046,7.539999962,7.625999928,8.701000214,8.411000252
Greece,GRC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.330999851,7.164000034,7.748000145,7.492000103,6.959000111,6.474999905,6.06799984,6.453000069,6.258999825,5.724999905,5.271999836,5.153999805,6.997000217,10.05599976,15.14000034,21.56299973,24.49300003,23.60700035,21.72699928,19.85400009,17.81100082,15.35599995,13.96399975,13.52999973,11.33199978
Grenada,GRD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.369999886,2.365999937,2.405999899,2.424000025,2.469000101,2.446000099,2.490999937,2.755000114,2.842999935,2.874000072,2.934999943,3.117000103,3.299999952,3.312999964,2.825000048,2.380000114,2.690999985,2.377000093,2.006000042,2.134000063,1.94599998,2.022000074,1.837000012,2.970999956,2.517999887
Guam,GUM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.55500031,8.508000374,15.43099976,17.0359993,14.74400043,12.72900009,10.40499973,7.657999992,6.421999931,7.268000126,7.138999939,7.916999817,8.87100029,7.295000076,11.29300022,12.72200012,11.97999954,7.90899992,7.172999859,5.607999802,5.632999897,5.748000145,5.670000076,6.855999947,6.427999973
Guyana,GUY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.25,10.3579998,10.28299999,10.33899975,10.27900028,10.28800011,10.09599972,9.842000008,9.630999565,9.348999977,9.567000389,9.890000343,10.10400009,10.35099983,10.57299995,10.82199955,11.09799957,11.37699986,11.6420002,11.8380003,12.08899975,12.34300041,12.46000004,14.56299973,13.7130003
High income,HIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.601813844,6.542093106,6.478478335,6.067272925,6.170733365,6.758240589,6.921893875,6.715213353,6.345084887,5.828910861,5.332009994,5.678256973,8.119978378,8.292804022,7.767157301,7.703785604,7.662133616,6.990757722,6.421539708,5.926925347,5.364335807,4.8631692,4.544378947,6.199505374,5.397830355
"Hong Kong SAR, China",HKG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.315000057,4.949999809,7.053999901,5.56099987,5.998000145,8.343999863,9.161999702,7.684999943,6.525000095,5.636000156,4.548999786,4.063000202,6.079999924,5.058000088,3.98300004,3.772000074,3.799999952,3.571000099,3.436000109,3.687999964,3.375,3.184000015,3.532000065,6.870999813,6.125
Honduras,HND,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.319999933,3.845000029,3.880000114,3.845000029,3.960000038,3.625999928,4.663000107,4.809000015,4.127999783,3.163000107,2.674999952,2.803999901,2.775000095,3.415999889,3.50999999,3.052999973,4.638000011,5.78399992,4.534999847,5.412000179,4.146999836,4.662000179,4.278999805,8.576000214,6.197999954
Heavily indebted poor countries (HIPC),HPC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.963106894,4.974344359,5.061708525,5.118264837,5.050282915,4.967291477,4.891341276,4.743095024,4.622483954,4.537237146,4.484498169,4.463463018,4.407174037,4.560294166,4.501490915,4.348473421,4.108067792,4.168323977,4.363174897,4.339662722,4.373137699,4.316134741,4.319063576,5.081113118,4.649780885
Croatia,HRV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.368000031,10.84399986,12.7869997,15.0369997,14.13599968,13.19499969,12.52700043,12.3409996,11.5710001,9.82199955,8.75,7.034999847,7.914000034,11.03600025,13.64400005,15.88899994,17.66699982,16.44799995,15.55500031,12.51099968,10.61400032,7.644999981,6.157000065,7.451000214,7.262000084
Haiti,HTI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.333000183,6.290999889,6.236000061,7.31400013,8.411999702,9.477000237,10.52400017,11.69799995,12.68799973,13.80000019,14.81000042,14.16600037,13.39299965,12.95100021,12.00300026,11.39099979,11.28299999,11.30000019,11.25599957,11.24400043,11.20400047,11.19499969,11.24400043,12.55900002,12.29399967
Hungary,HUN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.862999916,9.595999718,7.500999928,7.184999943,6.311999798,6.045000076,6.124000072,5.80700016,6.988999844,7.139999866,7.138000011,7.665999889,10.27499962,11.60599995,11.0710001,11.33600044,10.21199989,7.574999809,6.618000031,5.114999771,3.815999985,3.480000019,3.357000113,4.061999798,3.881999969
IBRD only,IBD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.02524131,6.293852599,6.587242282,6.499155018,6.692203517,6.953922705,7.05472052,6.891944298,6.886494743,6.652246802,6.459374554,6.404701836,6.735117793,6.494372565,6.380470313,6.306168979,6.302353021,6.31638215,6.399407668,6.486103002,6.384811209,6.256866036,6.009111847,7.731517508,6.635321919
IDA & IBRD total,IBT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.652793779,5.885673819,6.134853476,6.066266907,6.221446908,6.425703115,6.504946956,6.339890751,6.306460063,6.084402086,5.927227659,5.901102865,6.167634352,5.955293797,5.867660915,5.824428846,5.827386928,5.812545585,5.925087887,6.003635008,5.948826586,5.853570164,5.679546541,7.191169441,6.331665688
IDA total,IDA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.876433941,3.95193213,4.003887194,4.045131459,4.055624627,4.031016162,4.044020885,3.895607854,3.766831288,3.616947067,3.633547502,3.747650279,3.765052364,3.698954546,3.743906691,3.846636866,3.897666856,3.789924312,4.054894882,4.136677125,4.300356648,4.362014262,4.480639492,5.294032129,5.209535367
IDA blend,IDB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.921433232,2.97326506,2.944969132,2.865330214,2.784664438,2.662014681,2.59852965,2.504008219,2.432913365,2.371165129,2.203342129,2.208395928,2.309423714,2.35958585,2.509430537,2.977487824,3.469825069,3.038722093,3.637834717,3.935414452,4.291784335,4.621353105,4.993676138,5.898896725,5.775373503
Indonesia,IDN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.09499979,5.046000004,6.034999847,5.68599987,5.30700016,5.886000156,5.711999893,6.242000103,6.768000126,6.584000111,6.947000027,6.663000107,5.743999958,5.127999783,4.894999981,4.275000095,4.381999969,4.152999878,4.563000202,4.56799984,3.970999956,4.522999763,3.747999907,4.565000057,4.271999836
IDA only,IDX,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.328264222,4.414877209,4.506666058,4.609403365,4.668097952,4.691959144,4.739838841,4.563982457,4.403183224,4.207805203,4.314050422,4.481823154,4.462366656,4.343290251,4.33818815,4.262157073,4.100352655,4.145732513,4.254530222,4.233212949,4.304461816,4.237690471,4.235117087,5.005286562,4.912076403
Isle of Man,IMN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.277999878,7.477000237,7.68900013,7.732999802,7.90899992,8.041000366,8.289999962,8.447999954,8.604000092,8.534999847,8.453000069,8.272999763,8.312000275,8.255000114,8.107000351,8.039999962,7.989999771,7.940000057,7.881000042,7.81400013,7.709000111,7.631000042,6.644999981,10.64599991,7.955999851
Not classified,INX,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.21700001,7.93900013,5.925000191,4.353000164,3.773999929,4.552999973,4.818999767,4.961999893,4.585000038,4.558000088,5.019000053,7.59499979,15.07800007,17.06399918,17.69400024,17.67900085,14.82400036,12.67199993,10.7329998,9.017000198,7.065999985,5.781000137,5.170000076,5.597000122,6.231999874
"Iran, Islamic Rep.",IRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.031000137,9.440999985,9.878000259,10.19499969,10.66100025,10.90999985,9.850999832,8.901000023,10.32900047,10.27099991,9.5,9.288000107,11.00599957,12.12800026,10.74699974,10.61800003,8.795999527,8.954000473,9.437999725,10.72200012,10.34599972,10.52999973,9.116000175,8.482999802,9.336000443
Iraq,IRQ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.831000328,8.828000069,8.831000328,8.82199955,8.932999611,9.003000259,8.979000092,8.744000435,8.88599968,8.843000412,8.864999771,8.489999771,8.206999779,7.866000175,7.541999817,7.184000015,7.809000015,8.399000168,8.447999954,8.454000473,10.18700027,11.72099972,13.24499989,14.36400032,14.22200012
Iceland,ISL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.637000084,2.434000015,1.639999986,1.32099998,1.55400002,3.289999962,4.022999763,5.137000084,2.601000071,2.637000084,2.236000061,3.256000042,8.56099987,8.298000336,7.767000198,6.309999943,5.65199995,4.999000072,3.914000034,2.91899991,2.759000063,2.842000008,3.845000029,5.639999866,5.743999958
Israel,ISR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.873999596,10.3920002,10.89599991,11.04599953,11.64799976,13.01200008,13.25399971,12.4090004,11.09700012,10.42599964,9.012999535,7.566999912,9.836999893,8.93999958,7.302000046,6.752999783,6.18200016,5.867000103,5.127999783,4.672999859,4.125999928,4.043000221,3.686000109,4.520999908,4.265999794
Italy,ITA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.350000381,9.434000015,8.829000473,8.31000042,7.395999908,7.013999939,6.863999844,6.27699995,6.169000149,5.421999931,4.880000114,5.491000175,6.722000122,7.493999958,7.519999981,9.795000076,11.47700024,11.85499954,11.3210001,10.8920002,10.33699989,9.748999596,9.090999603,8.399999619,8.663999557
Jamaica,JAM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.406000137,5.385000229,5.30700016,5.274000168,5.231999874,5.18200016,5.118000031,5.099999905,5.058000088,4.987999916,4.958000183,4.93599987,5.896999836,5.951000214,6.281000137,6.673999786,7.407000065,6.984000206,6.656000137,6.375999928,5.484000206,4.244999886,3.839999914,5.732999802,4.889999866
Jordan,JOR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.09599972,12.21899986,12.32900047,12.43099976,13.74400043,14.10900021,13.45600033,13.11299992,12.89799976,12.02700043,10.39500046,10.22000027,10.4289999,10.47299957,11.05500031,10.49600029,10.64099979,10.19099998,11.09300041,13.31099987,15.88199997,17.00099945,15.3739996,17.87899971,16.93199921
Japan,JPN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.400000095,4.181000233,4.822000027,4.912000179,5.215000153,5.572999954,5.499000072,4.951000214,4.611000061,4.380000114,3.97300005,4.104000092,5.275000095,5.455999851,4.839000225,4.583000183,4.303999901,3.753000021,3.614000082,3.355000019,2.954999924,2.655999899,2.496000051,3.023999929,3.063999891
Kazakhstan,KAZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.19099998,11.25599957,11.50399971,10.86699963,8.862999916,7.511000156,7.203000069,7.010000229,6.728000164,6.388000011,5.890999794,5.316999912,5.572999954,4.918000221,4.583000183,4.117000103,4.548999786,4.449999809,4.360000134,4.412000179,4.383999825,4.34800005,4.311999798,4.428999901,4.59499979
Kenya,KEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.934000015,2.88499999,2.881999969,2.888000011,2.835000038,2.85800004,2.815000057,2.773999929,2.749000072,2.727999926,2.707999945,2.767999887,2.717000008,2.647000074,2.663000107,2.65199995,2.642999887,2.611999989,2.595000029,2.584000111,3.323999882,4.028999805,4.772999763,5.452000141,5.348999977
Kyrgyz Republic,KGZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.67900002,1.697999954,1.799999952,1.907999992,1.996000051,2.028000116,2.194000006,2.28399992,2.288000107,2.414999962,2.572999954,2.661999941,2.677999973,2.721999884,2.90199995,2.905999899,3.167999983,3.148999929,3.24000001,3.342999935,3.447000027,3.525000095,4.087999821,4.382999897,4.504000187
Cambodia,KHM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.388999999,0.495999992,0.537999988,0.660000026,0.779999971,0.901000023,0.973999977,1.042999983,1.088999987,1.220999956,1.322000027,0.787,0.598999977,0.750999987,0.671999991,0.518999994,0.36500001,0.689999998,0.328999996,0.597000003,0.112000003,0.112999998,0.116999999,0.275000006,0.244000003
Kiribati,KIR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.812999964,7.796999931,7.159999847,4.620999813,4.177000046,3.430000067,3.562999964,3.655999899,3.749000072,3.631999969,3.440999985,3.355000019,3.829999924,3.661000013,3.236999989,2.986999989,2.95600009,3.167000055,3.595999956,3.729000092,3.776000023,3.917000055,3.872999907,3.888000011,3.562999964
Kuwait,KWT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.423000008,0.421000004,0.421999991,0.477999985,0.479999989,0.657000005,0.765999973,1.00999999,0.88499999,0.76700002,0.957000017,1.054999948,1.003999949,1.419999957,1.473999977,1.58099997,1.687999964,1.766000032,1.296000004,0.934000015,0.964999974,0.963,0.973999977,1.89199996,1.447999954
Latin America & Caribbean (excluding high income),LAC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.373902122,6.801820589,7.538208128,7.456562065,7.307188978,7.651746632,7.278149319,6.619680211,6.46652331,5.961875035,5.606906637,5.342074038,6.29954309,5.67576952,5.384553452,5.330969495,5.306815561,5.214332783,5.702784549,6.833486063,7.06278667,6.92855463,6.872249103,8.910561588,7.687168099
Lao PDR,LAO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.365999937,2.38499999,2.099999905,2.039000034,1.911999941,1.776000023,1.639999986,1.498999953,1.345000029,1.19599998,1.10800004,0.990999997,0.88499999,0.755999982,1.172000051,1.582000017,1.993000031,2.424000025,2.858999968,3.296000004,3.730999947,3.71600008,3.713999987,4.104000092,4.068999767
Lebanon,LBN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.940000057,7.829999924,7.81099987,7.709000111,7.602000237,7.532999992,7.460999966,7.339000225,7.826000214,8.279000282,8.600000381,6.803999901,4.986000061,5.46999979,6.012000084,6.464000225,6.919000149,7.407999992,7.903999805,8.359000206,8.840000153,9.350999832,9.918000221,11.57999992,10.97799969
Liberia,LBR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.023000002,2.039000034,2.04399991,2.036999941,2.121999979,2.132999897,2.197999954,2.164999962,2.171000004,2.177999973,2.188999891,2.210999966,2.23300004,2.246000051,2.259000063,2.279999971,2.299000025,2.345000029,3.046999931,3.756999969,3.688999891,3.648000002,3.619999886,4.596000195,4.300000191
Libya,LBY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,17.12899971,17.05400085,16.97200012,16.8560009,16.80500031,16.6989994,16.4829998,16.4640007,16.31100082,16.2859993,16.23200035,16.21199989,16.19000053,16.0890007,16.2140007,15.83300018,16.22100067,16.35400009,16.26499939,16.25,16.03700066,16.17200089,16.31399918,17.11000061,17.15500069
St. Lucia,LCA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,17.92900085,18.22200012,16.24399948,12.96199989,15.31599998,17.52899933,17.39299965,17.64699936,15.17099953,12.4630003,10.13199997,11.03999996,14.42300034,16.03199959,17.64599991,17.12400055,20.6989994,19.72999954,18.91600037,17.95700073,17.09300041,17.52499962,13.84399986,18.73999977,17.72699928
Latin America & Caribbean,LCN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.591833366,6.976159746,7.920162607,7.842766502,7.662995407,8.076569869,7.722003455,7.039783023,6.711517879,6.141443158,5.748151429,5.485189987,6.442400361,5.857138633,5.517666193,5.417002419,5.417628229,5.334307527,5.737419636,6.747567053,6.925955934,6.805121745,6.773549614,8.918330792,7.686532257
Least developed countries: UN classification,LDC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.172160874,4.216792819,4.26512629,4.321375839,4.372176841,4.428422926,4.498580173,4.367683382,4.249525272,4.089710965,4.204515523,4.283486961,4.317212436,4.247235637,4.25956106,4.24779856,4.202853995,4.231077451,4.309764514,4.35963075,4.481077749,4.394855292,4.400873574,5.159510729,5.099419508
Low income,LIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.904290348,4.884210484,4.885363759,4.9002127,4.847794931,4.841956346,4.816166825,4.75301709,4.726878863,4.737202208,4.704020218,4.647975665,4.510582921,4.653203806,4.611820677,4.545454845,4.430514887,4.463618629,4.598840388,4.682987852,4.795748211,4.706948055,4.74923245,5.484952649,5.057032916
Liechtenstein,LIE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.830999851,6.669000149,6.652999878,5.894000053,6.157999992,6.650000095,5.914000034,6.123000145,5.566999912,4.802999973,4.388000011,3.724999905,4.399000168,3.450000048,2.684000015,2.786000013,3.082000017,3.105000019,2.982000113,2.882999897,2.822999954,2.982000113,3.288000107,4.048999786,3.845000029
Lower middle income,LMC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.01431962,6.257827376,6.506199608,6.520580285,6.527081392,6.597649786,6.64583043,6.553201846,6.646120426,6.474712617,6.429650853,6.298054496,6.338422525,6.176286553,6.161630827,6.13968287,6.129227058,6.083030388,6.179406053,6.158574649,6.068793318,6.030367936,5.46400583,7.667880218,6.511412999
Low & middle income,LMY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.585557036,5.824831217,6.020124899,5.924094867,6.07665438,6.255965628,6.343677838,6.182356132,6.184915906,5.99591942,5.874681973,5.871974449,6.121562608,5.900410597,5.818460374,5.778631467,5.775740886,5.768648356,5.89350845,5.986208904,5.944771169,5.858519928,5.686319846,7.185123162,6.324478025
Lesotho,LSO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.49100018,15.5170002,15.51500034,15.41300011,15.40299988,15.45499992,15.34500027,15.39700031,15.33699989,15.30099964,15.2840004,15.23400021,15.38000011,15.20400047,15.20199966,15.14099979,15.22900009,15.19799995,15.12899971,15.08500004,15.21199989,15.12899971,15.07199955,16.71299934,16.33699989
Late-demographic dividend,LTE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.958581231,5.202808303,5.452683326,5.268747511,5.491146145,5.737131498,5.971082955,5.751399086,5.660732185,5.438829435,5.165765373,5.213112755,5.636636697,5.293212103,5.194159863,5.1623841,5.155259025,5.112786819,5.258800288,5.420676432,5.387760333,5.145345418,5.259998438,6.031244658,5.533301246
Lithuania,LTU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,14.30700016,15.38799953,14.66100025,18.21899986,19.52000046,13.22700024,12.54500008,10.31000042,8.116999626,5.948999882,4.171000004,6.024000168,17.11300087,21.19599915,17.90800095,15.19099998,13.05799961,12.17700005,10.09200001,9.086000443,8.475000381,6.885000229,7.021999836,9.270000458,7.605999947
